category,title,description,blogger,date,link,sentiment_score,sentiment_interpretation,search_query,search_lang,collected_at,platform,sort_option,sentiment_method
에너지-조명,생존주의 (1),"싼 배낭 하나에 식수, 사탕, 참치캔, 손전등, 주머니칼, 라디오 등을 챙기면 된다. 일본에서는... 브랜드발전소 자가발전 트랜스폼 LED랜턴 다이나모(2만원) 우신 ws-001 (1만원) 몇 개 헤드랜턴 스마트폰... ",Readers at Peril,20200114,https://blog.naver.com/rudalston/221771838566,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,생존주의 (2),"하지만 배낭에 비상용품 챙겨서 이동할거라면 크기부터가 불합격임.2019.06.28 20:50:15삭제... FM AM 수신 가능, 자가발전기능 있어서 1분 120회 돌려서 1시간 청취 가능. 조명이랑 사이렌도... ",Readers at Peril,20200115,https://blog.naver.com/rudalston/221771984479,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[자연재해/재난 대비] 비상용 생존배낭 준비물 리스트,"(Vango)의 랜턴 라이트 패드입니다. 차량용 충전 케이블을 이용해서도 충전할 수 있지만, 가장 큰 장점은 핸드 크랭크를 이용한 자가 발전 충전이 가능하다는 점입니다! 전기가 끊기기 십상인 재난상황을... ",사람과 사람 사이 니오,20200131,https://blog.naver.com/niiovision/221790997365,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,인천지역 제조업체 주소록,"화수동','내연기관 제조업 외 5 종','기계,철공제작,각종기계,차량부속,내연기관','20190613' '(주)성가에프앤씨','인천광역시 동구 중봉대','볼트 및 너트류 제조업 외 2 종','나사','20190613' '(주)엘티엘... ",한결데이타시스템,20200205,https://blog.naver.com/hankyuldata/221796894265,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,알리익스프레스 Emergency Radio 비상라디오 (태양열) 직구... ,"핸드 크랭크(충전 손잡이): 핸드 크랭크를 3-5분 동안 돌리면 처음 사용할 수 있도록 내장... 태양광 발전: 라디오 태양 전지판을 직사광선에 노출하십시오. 태양 전지 패널은 라디오, 손전등 및... ",Owizard,20200213,https://blog.naver.com/oktae77/221807789194,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,2019년 전체 리콜 현황 I,"한국닛산(주)맥시마2015-06-042016-12-212019-01-09ABS 액츄에이터 오일 씰의 제조 공정 상의 문제로 오일 씰의 경도가 충분하지 않아, ABS 액츄에이터 초기 자가 진단 시 오일 씰이 마모될 수 있습니다.... ",꿈을품은자,20200316,https://blog.naver.com/handphoenix/221839410605,-1,"대체로 약한 부정 경향이 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 일부 기능·편의성·성능에 대한 아쉬움이 보고됩니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,건축전기설비공사 표준시방서,"밖에서 수동으로 전로의 개폐 및 자동차단 후에 복귀가 가능한 것을 말한다. (17) 단락전류(短落電流... 것을, 비상용 자가발전장치는 상용전원이 차단된 경우에만 사용하는 것으로서 왕복동 내연기관 또는... ",불량장서가의 서재,20200403,https://blog.naver.com/stepjyj/221888142935,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[대호원] USB 차량용 선풍기 써큘레이터 앞좌석 운전석 보조석... ,USB1G 핸드선풍기 USB멀티충전기 USB카드리더기 소형선풍기 어댑터 멀티USB LED선풍기 USB3.0 책상선풍기... 선풍기세일 자가발전선풍기 접이식손선풍기 5핀선풍기 고가선풍기 야외용선풍기 여름단체선물... ,뭐하는곳이게)) 대호원,20200702,https://blog.naver.com/chajy/222019308336,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[대호원] 3단 접이식 USB 충전 스탠드 회전 무선 선풍기 캠핑... ,업소용선풍기 랜턴선풍기 차량용미니선풍기 핸드폰선풍기 휴대용선풍기도매 손선풍기판촉물... 로이체선풍기 자가발전선풍기 조용한핸디선풍기 조용한탁상선풍기 무소음핸드선풍기 저소음손선풍기... ,뭐하는곳이게)) 대호원,20200704,https://blog.naver.com/chajy/222020712777,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,초등학생.재난대비생존가방,초시럽 마스크94는 비상용 온도조절을 위한 핫팩 선글라스 그림그리기좋아해서 필통과 연습장 핸드선풍기 손수건은 항상 ㅡ학교가방이든 어디든ㅡ 라디오도 되고 손전등도 되고 태양열로 전기충전되고 수동으... ,두형제맘의 다이어리,20200718,https://blog.naver.com/nugugei00/222034452908,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[대호원] USB 팬브렐라 선풍기달린 우산 일체형 바람 미스트... ,캠핑용선풍기 핸드선풍기 무소음선풍기 에어서큘레이터 소형선풍기 책상선풍기 USB선풍기 캠핑선풍기... 대용량선풍기 랜턴선풍기 자가발전선풍기 수동선풍기 건전지미니선풍기 무선선풍기추천 토끼선풍기... ,뭐하는곳이게)) 대호원,20200807,https://blog.naver.com/chajy/222054261930,1,"대체로 약한 긍정 경향이 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 기본적인 효용과 실용성이 인정됩니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[대호원] 건전지 팬브렐라 선풍기 팬 날개 일체형 우산 시원한... ,캠핑용선풍기 핸드선풍기 무소음선풍기 에어서큘레이터 소형선풍기 책상선풍기 USB선풍기 캠핑선풍기... 대용량선풍기 랜턴선풍기 자가발전선풍기 수동선풍기 건전지미니선풍기 무선선풍기추천 토끼선풍기... ,뭐하는곳이게)) 대호원,20200808,https://blog.naver.com/chajy/222054769905,1,"대체로 약한 긍정 경향이 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 기본적인 효용과 실용성이 인정됩니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[대호원] 미국 INTEX 카약 에어 고무 보트 공기 주입식 레저... ,"펜션,계곡낚시,계곡신발,계곡,계곡캠핑장,백운계곡,계곡글램핑,계곡물놀이,남양주수동계곡... 제주도워터파크 자가발전손전등 에어바운스제작 수도권워터파크 부천워터파크 어린이풀장 유아미끄럼틀... ",뭐하는곳이게)) 대호원,20200814,https://blog.naver.com/chajy/222060620865,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[상식] 생존배낭에 어떤 물품을 챙겨야 하나 ? ,이런 글로... ","행정안전부 국민재난안전포털에서는 가족 구성원 모두 개인당 1개씩 생존배낭(비상용 백)을 준비해야... -휴대용 라디오(자가발전 형식), 손전등, 건전지, 보조 배터리, 호루라기 ▶ 기타 귀중품(현금)이나... ",거꿍,20200822,https://blog.naver.com/tulip7690/222067607889,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"팬도럼 Pandorum, 2009","원자로 발전에 대한 기억은 확실히 난다고 푸념하는 바우어 상병. 방향을 잘못 알려준, 아니 정확하지... 찾아다니면서 비상용인 전기총을 득템한다. 바우어(벤 포스터)는 원자로있는 곳으로 가면 리셋을... ",그냥 저냥,20200902,https://blog.naver.com/winpil99/222076653171,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,자가발전라디오 #자가발전 #라디오 #다기능 #휴대용... ,"광탈하는 핸드폰 배터리가 절반 남았 SS1705 자가발전 다기능 랜턴(라디오 겸용), 본상품선택 (평점:★★★★☆) | 21,000원 | 라이트는 밝은 편은 아니지만 비상용으로 구입한거니까 기대는 안 했고요... ",뚜빈♡해리,20200921,https://blog.naver.com/santokki77/222095060241,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,재난가방  비상식량  생존용품 싸는법 프레퍼증가,거 같아요~~ 쿡쿡스토리 쿡쿡샘 #재난준비물 #비상배낭 #비상식량 #생존가방 #재난사고 #재해대피 #재난가방 #생존용품 #휴대용랜턴 #자가발전식라디오 #자가발전식손전등 #낚시랜턴 #캠핑랜턴 #프리퍼 #비상용품,쿡쿡스토리,20200929,https://blog.naver.com/stellar2020/222102913073,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,'라디오'의 역사,기자가 있으며 또한 라디오 배우(성우)가 있다. 전파로 송수신하지 않아도 라디오라고 부르는 경우도... 라디오 발전사에 한 획을 그었다. 그 해 12월 23일에 그는 메릴랜드 주의 콥 아일랜드에 위치한 자신의... ,단비(DANBEE),20201107,https://blog.naver.com/danbeeyoun/222138357891,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,경기도 안산시 공장 주소록 1,"K스틸 031-494-5300 스텐레스 압연제품(핸드폰, 자동차부품) 경기도 안산시 단원구 해안로 198... 전기모터,발전기 경기도 안산시 단원구 산단로 112-15, 10블럭 (원시동) 전동기 및 발전기 제조업 42... ",아이러브비즈니스,20210116,https://ilovebusiness.tistory.com/1410,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,자동차 상식,진단법이다 ○ 자가 진단법 I 1) 초기 시동 · 급가속 때 『 삑삑 』소음이 난다 발전기와 연결된 벨트가... 6) 핸들의 떨림 휠 밸런스에 이상이 생겼음을 알리는 증상 휠 밸런스는 전문업소에서 모자라는... ,메모,20210119,https://blog.naver.com/sszw/222212295647,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,써치라이트 대륙의실수 xhp70 몬스터파워유니콘2 후기,밤에도 안전하게 야간 라이딩을 위한 자전거 핸들 랜턴 거치대는 필수품인데 저렴한 가격에 자전거... 보통 손전등의 경우 줌아웃을 해도 빛이 그다지 멀리 퍼지지 않고 바로 앞만 밝기 마련인데요. 몬스터파워... ,너구리야옹 기억저장소 :-),20210519,https://blog.naver.com/ybbb10045/222357232279,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,바이크 관리 도구 키트 안전 비상용 올인원 타이어 펌프 구멍 패치,안전 비상용 올인원 타이어 펌프 구멍 패치 https://smartstore.naver.com/daehowon/products/5257864078 [대호원] 소켓... 자전거크랭크 중년취업 남자자전거헬멧 사이드미러전문점 캣아이후사경 MTB후사경 카본핸들바... ,뭐하는곳이게)) 대호원,20210602,https://blog.naver.com/chajy/222380668532,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,드론자격증/기출문제,① 입자가 감소하고 양력이 감소한다 ② 입자가 증가하고 양력이 감소한다 ③ 입자가 감소하고 양력이 증가한다 ④ 입자가 증가하고 양력이 증가한다 정답 : ④ 입자가 증가하고 양력이 증가한다 기압의... ,하늘모퉁이,20210712,https://blog.naver.com/gunami/222429001681,-1,"대체로 약한 부정 경향이 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 일부 기능·편의성·성능에 대한 아쉬움이 보고됩니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,2021년 3월 신규 제조업체자료,"왕','핸드백 및 지갑 제조업','가죽가방, 신발' '대도도금(주)','서울특별시 성동구 상','도금업 외 4 종','금속 및 비금속 가공제품' '주식회사 공공','서울특별시 성동구 광','기체 여과기 제조업','공기청정기... ",한결데이타시스템,20210729,https://blog.naver.com/hankyuldata/222449762026,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,2021년 6월 신규 제조업체자료,"공','전자감지장치 제조업 외 1 종','적외선 써모파일센서' '(주)프로보에듀','서울특별시 노원구 노','그... 부품(수동 소자)' '(주)케이벨','서울특별시 금천구 가','기타 무선 통신장비 제조업','무선전화기' '(주)... ",한결데이타시스템,20210729,https://blog.naver.com/hankyuldata/222449771687,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,캡스톤디자인 아이디어 주제 /아두이노개발 시제품제작... ,압전소자 자가발전 방지턱 및 가로등 AT MEGA IOT 멀티탭 방지턱을 누를 때 마다 LCD에 전력 값이 쌓임 어두워지면 가로등이 자동으로 켜짐 어플과 콘센트가 무선으로 통신됨 (수동 온/오프 가능) 사람이... ,이티컴파니 시제품제작업체-회로 PCB 코딩 목업 개발,20210915,https://blog.naver.com/project307/222506494867,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,#삼천리종합상사 #철물점창업 #공구점창업 #건재상창업... ,발전기 #자가발전기 #소형발전기 #풍력발전기 #발전기 #전기 발전기 #젠코발전기 #태양광 발전기... 그라인더 #핸드그라인더날 #수동 커피 그라인더 #무선 그라인더 #탁상그라인더 #미니 그라인더 #충전 그라인더... ,❤삼천리종합상사 공구 철물 용접봉 010-2364-6499,20210929,https://blog.naver.com/bhun4243/222520213172,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,한라산 관음사코스 등산기 및 왕복시간 주차장에서... ,"준비물 - 비상용 자가발전 손전등 - 버물리 - 핸드크림 - 빵 한라산 등반 준비물을 사진과 함께 살짝 봐볼게요. 미리 찍었어야 했는데, 등산 갔다오고 나서 '준비물 찍을걸' 이라는 생각이 나서 부리나케... ",보리봉의 아카이브,20211016,https://blog.naver.com/heodaboribori/222538816064,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,가을 감성캠퍼들을 위한 라디오[Camp365],라디오 랜턴] [태양광 자동충전] 뭐 태양과므로로 충전한다하니 혹시 나도 노지로 갈 날이 있을까 싶은 상상에 끌렸습니다. 태양광충전판과 햇볕에 놓으면 오른쪽에 빨간등이 들어옵니다. [수동자가발전] 제품... ,SKATEPLUS KOREA,20211025,https://blog.naver.com/inlineboksem/222547390179,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"핸드 크랭크 손전등 및... 휴대전화 충전기, 비상용 SOS","태양광 핸드 크랭크 충전 휴대용 AM/FM/NOAA 날씨 1W 랜턴 조명 모션 센서 독서등 램프, 휴대폰 충전기, 비상 상황에서의 SOS 상품 특징 & 설명 ★【2021 최신 디자인 MD-090P】MD-090 비상용 손전등 라디오와... ",신기하고 멋진 상품은 어디에 있을까?,20211120,https://blog.naver.com/chs436015/222573843995,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,운전요령 및 유지관리 지침서,설비 자가발전 설비 등이 있다. 특별 고압 및 고압 수전으로 계약 수전 전력 59KW 이상인 것 또는 자가용... 정전 시 비상용의 손전등을 준비하고 소정위치에 보관한다. 5-3) 정전작업 기기 또는 배선의 수리... ,네이버 자료실 백업 자료 공유,20220104,https://blog.naver.com/skywon65/222612464708,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,베베선물샵 No배터리 LED 손전등 / 자가발전후레쉬,자가발전식 비상용 손전등 수명이 긴 LED 전구를 사용해 경제적! 건전지가 필요 없어 더... * 전원형식 : ON / OFF * 전원방식 : 수동으로 전력을 얻는 자가발전 방식... ,베베선물샵,20220111,https://blog.naver.com/vevemall/222619069024,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"자연재난, 사회재난 등 비상시 대비 2탄 비상식량과 손전등","식량과 자가발전 랜턴 손전등이에요 1탄 만큼이나 유용하고 필수 제품들인데요 하나씩 소개 해... 같아 비상용 랜턴 손전등도 하나 장만해 봤어요 색을 보니 군용품인가 싶기도 한 컬러, 그래서인지 좀 더... ","그 놈, 이야기",20220303,https://blog.naver.com/alsghyaho/222662995729,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,재난 가방 준비하기,"또한 일부 가족들은 “비상용 배낭”을 만들어 다음과 같은 물품을 넣어 둡니다. * • 담요, 따뜻한 옷 한 벌(속옷과 겉옷 포함), 튼튼한 신발 • 손전등, 라디오(건전지식 혹은 자가발전식), 여분의 건전지... ",성경커버 업댓중입니다~ 기대하세요~,20220309,https://blog.naver.com/tjgus1914/222667605309,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,가족 모두 좋아하는 자가발전기 친형도 너무 좋아해요,"1평점을 주었습니다 ️ [제품 후기보기] 대한 발전기 DH3700 소형 자가 전기 비상용 휴대용... 제너레이터 자가발전기 페달형 자전거, 휴대용 핸드 크랭크 제너레이터 50w 최저가 168,390원 44% 할인... ",emhogna995님의블로그,20220320,https://blog.naver.com/emhogna995/222677571675,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[2022년신상품]등산용품전문점,수입등산용품,캠핑용품,등산모자... ",아웃도어 자가발전 비상 손전등 CBH8632415원 316726버팔로 파이우트 4단 폴딩... 핑 랜 턴 후레쉬2760원 310284엠디디지탈 더블클릭 LED 캠핑 랜턴 보조배터리 겸용30820원 305724클립형... ,"민아기프트 블로그 - 부산판촉물, 답례품,개업선물",20220321,https://blog.naver.com/suney902/222678877459,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[부산판촉물 민아기프트] 등산/캠핑용품 - 등산용품전문점... ,"핑 랜 턴 후레쉬2760원 307330캠핑의자, 접이식 원목의자, 디렉터 체어 0원 305724클립형... 아웃도어 자가발전 비상 손전등 CBH8632415원 306896고급형등산컵,락마스터,브랜드,등산컵... ",민아스토어의 블로그,20220322,https://blog.naver.com/minagift/222679851830,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
