category,title,description,blogger,date,link,sentiment_score,sentiment_interpretation,search_query,search_lang,collected_at,platform,sort_option,sentiment_method
에너지-조명,Public health is no longer an O-Ring production function,"'they never mixed with the people in various -stan countries or Siberian natives or non-Slavs like Armenians or Georgians.' That is true, at least 15% of (self-identified) Russians are... ",Marginal REVOLUTION - Small Steps Toward A Much Better World,20191216,https://marginalrevolution.com/marginalrevolution/2019/12/public-health-is-no-longer-an-o-ring-production-function.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,영국차트1위앨범 (1956~2013),1970 SELF PORTRAIT BOB DYLAN 79 1970 A QUESTION OF BALANCE MOODY BLUES 80 1970 COSMO'S... ELECTRIC LIGHT ORCHESTRA 211 1979 REPLICAS TUBEWAY ARMY 212 1979 THE BEST DISCO ALBUM IN THE... ,그냥 일상취미기록하기,20191219,https://blog.naver.com/artpop-609/221742081764,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[아멕스 예상] 임성재, 안병훈...[티 타임] 안병훈, 금 1:30... ","small, self-limiting clusters of cases. MERS infections are still happening because people... to light up the International Team’s chat group along the way as he seeks his first PGA... ",조선닷컴 골프카페 매니저의 블로그,20200115,https://blog.naver.com/chyhkim/221772116054,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[Farmers D4] Jon Rahm(H2) -12, Marc Leishman(H2)... ",for emergency vehicles. Health authorities in Beijing urged people not to shake hands but instead salute using a traditional cupped-hand gesture. The advice was sent in a text message... ,"[골프] 세계 1위에 타이거 우즈 13년, 그렉 노만 6년",20200127,https://blog.naver.com/rosemam1004/221786122934,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[파머즈 제3일] 존 람 -12, 라이언 팔머 -11, 강성훈, 로리... ",for emergency vehicles. Health authorities in Beijing urged people not to shake hands but instead salute using a traditional cupped-hand gesture. The advice was sent in a text message... ,조선닷컴 골프카페 매니저의 블로그,20200127,https://blog.naver.com/yhkim13/221786113558,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[페블 비치 프로-암 제2일] 테일러 -14, 데이 -12, 미켈슨 -11... ","a light marine layer or parts of the courses lowered the temperature. Day birdied the par 5s... the company has its fingers (or a whole hand) in production, financing, licensing... ",조선닷컴 골프카페 매니저의 블로그,20200208,https://blog.naver.com/chyhkim/221800882052,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,20 cool car gadgets that will change the way you drive,"The Kelvin.7 includes a safety belt cutter, window breaker, hand-crank power generator, 4 built-in magnets, an SOS light, an LED flashlight, and a USB emergency power supply so you're... ",Boing Boing | A directory of mostly wonderful things,20200208,https://boingboing.net/2020/02/08/20-cool-car-gadgets-that-will.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[페블 피치 프로-암 제1일] 테일러 -8, 캔트레이, 세이퍼트 -6... ","안녕하십니까? 2020년 2월 7일(금) 새벽 5시 26분입니다. (오후 5시 20분) 남자 빅 오픈 둘 째 날, 처음 듣는 이창기가 12, 18번 홀 보기에도... ",조선닷컴 골프카페 매니저의 블로그,20200208,https://blog.naver.com/chyhkim/221800442237,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,Monday assorted links,A monkey turning a crank gives about 100 Watts. I often teach science classes for non... appliances powered by wifi. A quick back of the envelope calculation should wake up anyone from... ,Marginal REVOLUTION - Small Steps Toward A Much Better World,20200210,https://marginalrevolution.com/marginalrevolution/2020/02/monday-assorted-links-241.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,코로나 바이러스는 '전염병'!!! 21일 4시 204명→ 22일 오전... ,"The movie'’s Oscar run was powered by Daniel Friedkin, a car mogul from Texas The... Global opinions: How ‘Parasite’ almost never saw the light of day Meanwhile, three producers The... ","[골프] 세계 1위에 타이거 우즈 13년, 그렉 노만 6년",20200223,https://blog.naver.com/rosemam1004/221820353067,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,홓ㅎㅎㅎ,Alternative Fuel Vehicle Damage Analysis and Safety (ALT03) Version: 16.1 © 2014 Inter-Industry Conference On Auto Collision Repair ALT03-STMAN1-E Textbook This page is intentionally... ,rlaalstn9097님의 블로그,20200229,https://blog.naver.com/rlaalstn9097/221829866021,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,Basics of Alarms and Trips,"an emergency shutdown. With four relay outputs, you can provide three levels of warning and then... (loop-powered) transmitter (Figure 19). This saves the cost of specifying and installing an... ",sanwa,20200311,https://blog.naver.com/alsgur8915/221848086964,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,ddd,"“Bgyahn!!” “I won’t lend you my hand, Index. If you’re a capable girl, then stand... That definition had even been at the heart of his battle with the full-powered Othinus.... ",freejunu님의블로그,20200315,https://blog.naver.com/freejunu/221854917307,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,Interstellar Script _ 영화 인터스텔라 대본,TOM - (jack in hand) What about the tire? TOM - There! COOPER - Indian air force surveillance drone. Solar cells could power an entire farm. (To Tom.) Take the wheel - COOPER - Keep it... ,Less is more,20200318,https://blog.naver.com/wlswn7863/221860318055,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,Wednesday assorted links,' This seems foolish even as more and more tests become available in light of asymptomatic... new emergency protocols approved Tuesday.” ---- We have robust anti-bodies because the... ,Marginal REVOLUTION - Small Steps Toward A Much Better World,20200325,https://marginalrevolution.com/marginalrevolution/2020/03/wednesday-assorted-links-238.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[coronavirus] U.S. 159,689, Italy 101,739, Spain 85,195... ",COVID-19 Emergency Response Fund. “It is our hope these gifts will help address the many challenges brought about by the coronavirus throughout the city of Augusta and the greater... ,"[골프] 세계 1위에 타이거 우즈 13년, 그렉 노만 6년",20200331,https://blog.naver.com/rosemam1004/221882535843,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[한국 구글 플레이 스토어] 2020년 04월 03일자 인기앱... ,9 App that provides health diagnosis and emergency contact information to prevent the spread of... ( -1 ) Led Torch Julio Erickson 평점 : 3.9 Make your mobile phone a real flashlight! 63. ( + 5 )... ,낙소프트,20200403,https://blog.naver.com/naksoft/221888181630,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,VI. The Return of Sherlock Holems (1905.셜록 홈즈의... ,"As Holmes turned up the lamp the light fell upon a card on the table. He glanced at it, and... He deals with no niggard hand. I happen to know that he paid seven hundred pounds to a... ",꺽다리의 영어 연습장,20200403,https://blog.naver.com/whamok2007/221889113738,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,Medical Appliance,"Batter powered (2 years lasting, 600 time use) Protective case, 20 Disposable filters.Adult... Package C Emergency Suction Unit Allegra M30, ASSKEA (Germany)Kendrick Extrication Device... ",KSL Logix,20200416,https://blog.naver.com/ksllogix/221911171242,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,People are dying from coronavirus because research is... ,"adequately powered study. Hospitals are set up to compete with each other, not work... myst_05 2020-04-25 04:44:12 0 0 Hide Replies # This epidemic is shining a big bright light onto... ",Marginal REVOLUTION - Small Steps Toward A Much Better World,20200425,https://marginalrevolution.com/marginalrevolution/2020/04/people-are-dying-from-coronavirus-because-research-is-too-slow.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[코로나 바이러스] 미국 929,028, 스페인 223,759... ","But some of the most famous self-portraiture resulted from a dearth of resources. Rembrandt... other hand,” he writes, “carries, in educated usage, no uncomfortable overtone. The... ",조선닷컴 골프카페 매니저의 블로그,20200426,https://blog.naver.com/chyhkim/221929406189,1,"대체로 약한 긍정 경향이 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 기본적인 효용과 실용성이 인정됩니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[코로나 바이러스] 미국 970,757, 스페인 226,629... ","안녕하십니까? 2020년 4월 26일(일) 새벽 4시 27분입니다. 일어났지만 어제 세 바퀴를 돌아서 오늘 새벽은 잠깐 쉴려고 합니다, 조용해서... ",조선닷컴 골프카페 매니저의 블로그,20200427,https://blog.naver.com/chyhkim/221931279514,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[코로나 바이러스] 미국 1,019,823, 스페인 232,128... ","Shadows of the lantern decorations for the upcoming celebration of Buddha's birthday are seen on the ground as a woman wearing a face mask walks at the Jogye temple in Seoul, South Korea... ",조선닷컴 골프카페 매니저의 블로그,20200429,https://blog.naver.com/chyhkim/221935188460,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[코로나 바이러스] 미국 1,128,555, 스페인 242,988... ","Contacts identified are subject to self-quarantine, symptom monitoring and testing. A public alert system is also used to notify citizens of new cases near their locations. Responding... ",조선닷컴 골프카페 매니저의 블로그,20200502,https://blog.naver.com/chyhkim/221940942842,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,Here's your last chance to nab some of this week's best... ,"With an LED flashlight, red SOS light, emergency seatbelt cutter, glass breaker, and a... high-powered gaming systems. Or if a touch screen is on your list, the 10.1' Touch Screen... ",Boing Boing | A directory of mostly wonderful things,20200503,https://boingboing.net/2020/05/03/heres-your-last-chance-to-n.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,4 Person 72HRS Deluxe Backpack - Emergency Survival Kit,"x 10 yds) Lighting and Communication [1] 72HRS Hand-Crank Powered Light, AM/FM Radio and... [3] LED Rechargeable Flashlight • 100hrs Built-In. • Ultra Bright LED Light.... ",눈씨네(Snowpicks),20200509,https://blog.naver.com/redafrica/221950265137,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[코로나 바이러스] 미국 1,334,921, 스페인 262,783... ",Food and Drug Administration (FDA) approved emergency use authorization (EUA) to Quidel Corp QDEL.O for the first COVID-19 antigen test. ** The U.S. government reported more massive... ,조선닷컴 골프카페 매니저의 블로그,20200510,https://blog.naver.com/chyhkim/221954636753,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,These are 40 of the coolest things that are on sale... ,"Rather than firing a single, narrow beam of light, the TripleLite 180° LED Flashlight... and emergency light, all in an ultra-lightweight, portable unit. Protect yourself Keep your... ",Boing Boing | A directory of mostly wonderful things,20200517,https://boingboing.net/2020/05/17/these-are-40-of-the-coolest-th.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[코로나 바이러스] 미국 1,612,466, 러시아 317,554... ","“If they’re not showing symptoms, and I somehow picked it up inside the course, and I’m disqualified, I’m now self-isolating [in that city] for two weeks. I’d be annoyed if that... ",조선닷컴 골프카페 매니저의 블로그,20200522,https://blog.naver.com/chyhkim/221973941309,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,20 auto deals you can save extra on for Memorial Day,"It includes an LED flashlight, a red SOS light, an emergency seatbelt cutter, a glass... a hand-crank power generator to your multipurpose roster of abilities. Unless you're a mechanic... ",Boing Boing | A directory of mostly wonderful things,20200523,https://boingboing.net/2020/05/23/20-auto-deals-you-can-save-ext.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,TRISHUL: Galwan Valley Standoff & Future Trends In PLA... ,While PLA-BDR soldiers patrol the area in light vehicles on a motorable road built in 1999... And these are the faultlines that any self-especting country will try its best to exploit.... ,TRISHUL,20200524,http://trishul-trident.blogspot.com/2020/05/galwan-valley-standoff-future-trends-in.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,경찰 수사 용어,street light; street lamp 가정 재판소 family court 가정내 폭력 family violence; violence... 구급병원 emergency hospital 구급차 ambulance 구두로 orally 구두변론 oral proceedings... ,끝없는 탐구,20200524,https://blog.naver.com/sysisnom/221976679641,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,05/25 Links Pt2: The Torah Heard Round the World; Dear... ,"the light at the end of the tunnel.” Rivlin praised the country’s health workers for... Masks may become self-cleaning, with Israeli scientist’s USB-powered hack An Israeli... ",Elder Of Ziyon - Israel News,20200525,https://elderofziyon.blogspot.com/2020/05/0525-links-pt2-torah-heard-round-world.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[코로나 바이러스] 미국 1,756,161, 브라질 418,608... ","“As soon as the employee’s diagnosis was confirmed, Coupang sent home and self-quarantined employees who had contact with the employee,” the company said in a statement.The... ",조선닷컴 골프카페 매니저의 블로그,20200529,https://blog.naver.com/yhkim13/221982549473,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[영화로 영어공부하기-script]UP,영화 업(영화대본)",Adventure' hand-written on it) as he runs along the sidewalk. He still wears helmet and... CARL'S ROOM - MOMENTS LATER The two hunker under a blanket tent with a flashlight. Ellie... ,송무늘보 :SLOTH,20200602,https://blog.naver.com/songloth/221987139743,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,Why do people hate the media so much?,This duality causes perpetual torment and the self hate drives them to madness. Social... The content seems so key-word heavy and prose-light that it could have come out of some... ,Marginal REVOLUTION - Small Steps Toward A Much Better World,20200607,https://marginalrevolution.com/marginalrevolution/2020/06/why-do-people-hate-the-media-so-much.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"ABSALOM,   ABSALOM! - WILLIAM FAULKNER / 압살롬, 압살롬!... ","or Light in AMgua X INTRODtrCTION or Intruder in the Dust. Absalom, Absalom! seems to be... that light and moving air carried heat and that dark was always cooler, and which (as the sun... ",Premature Yet Splendid,20200607,https://blog.naver.com/apple488/221992651929,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[Charles Schwab Challenge] After three month hiatus... ,"trains, powered by nuclear electricity, or to forfeit taxpayer assistance. But dirigisme disguised as a helping hand could have dangerous consequences: better to focus on insisting that... ","[골프] 세계 1위에 타이거 우즈 13년, 그렉 노만 6년",20200607,https://blog.naver.com/rosemam1004/221992935713,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,The End of the World,at hand. Luke12:40 Be ye therefore ready also: for the Son of man cometh at an hour when ye... for Satan himself is transformed into an angel of light. Therefore [it is] no great thing... ,빛과 흑암의 역사 (성경연구 프리메이슨 일루미나티),20200611,https://blog.naver.com/aspire7/221997533200,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,Resurgence of virus threatens South Korea's success... ,"on hand did so in pre-tournament testing -- that person would be required to self-isolate for a minimum of 10 days, and if a player tests positive after making the cut, he will not be... ","[골프] 세계 1위에 타이거 우즈 13년, 그렉 노만 6년",20200612,https://blog.naver.com/rosemam1004/221998107458,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,Suit up for the ultimate summer camping trip with these... ,"Light the way ZeroDark 3-Piece Tactical Set Flashlight, Lantern and Headlamp – $19.99;... Including a first aid kit, protective goggles, emergency water pouches, hand sanitizer... ",Boing Boing | A directory of mostly wonderful things,20200614,https://boingboing.net/2020/06/14/suit-up-for-the-ultimate-summe.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[Charles Schwab Challenge: Daniel Berger wins in play... ,"like my hand was trying to go up to wave to someone in the gallery, but there’s obviously no one there. But once you get into it, it’s the same.“I’d love there to be fans here... ","[골프] 세계 1위에 타이거 우즈 13년, 그렉 노만 6년",20200615,https://blog.naver.com/rosemam1004/222000937870,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,TRISHUL: How Successive Cartographic Errors have Led To... ,"1 5 2 8 4 7 0 8 Monday, June 22, 2020 How Successive Cartographic Errors have Led To Present-Day Politico-Military Quagmires By November 1947, India had the the tools and historic... ",TRISHUL,20200622,http://trishul-trident.blogspot.com/2020/06/how-successive-cartographic-errors-have.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"[Rocket Mortgage Classic D2] Kirk, Simpson -12, Power... ","Previously, the PGA Tour relied on time-based protocols that required those who test positive to self-isolate for at least 10 days.Champ tested positive on June 23 and withdrew from the... ","[골프] 세계 1위에 타이거 우즈 13년, 그렉 노만 6년",20200704,https://blog.naver.com/rosemam1004/222020692435,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"TRISHUL: PLA's New Heliports & Helicopters, Dual-Use... ","Powered by three domestic WZ-6C turboshaft engines, it has a maximum takeoff weight of 13.8... does it exist & will it see the light @ the end of the tunnel? ditto for the news on TEDBF... ",TRISHUL,20200706,http://trishul-trident.blogspot.com/2020/07/plas-new-heliports-dual-use-airports.html,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,TRISHUL: PLAGF's Gameplan In East China Sea,turbofan-powered Wan Chien (Ten Thousands Swords) standoff air-launched cruise missile... How effective is a light tank useful in our context with respect to China? I thought along the... ,TRISHUL,20200716,http://trishul-trident.blogspot.com/2020/07/plagfs-gameplan-in-east-china-sea.html,1,"대체로 약한 긍정 경향이 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 기본적인 효용과 실용성이 인정됩니다.",hand crank emergency lantern self powered flashlight emergency light,en,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
